,Date,Extent
2769,1991-07-06,10.306
2770,1991-07-07,10.212
2771,1991-07-08,10.242
2772,1991-07-09,10.173
2773,1991-07-10,10.023
2774,1991-07-11,10.07
2775,1991-07-12,9.852
2776,1991-07-13,9.758
2777,1991-07-14,9.594
2778,1991-07-15,9.491
2779,1991-07-16,9.458
2780,1991-07-17,9.307
2781,1991-07-18,9.216
2782,1991-07-19,9.213
2783,1991-07-20,9.197
2784,1991-07-21,9.049
2785,1991-07-22,9.006
2786,1991-07-23,8.944
2787,1991-07-24,8.891
2788,1991-07-25,8.829
2789,1991-07-26,8.603
2790,1991-07-27,8.513
2791,1991-07-28,8.405
2792,1991-07-29,8.323
2793,1991-07-30,8.224
2794,1991-07-31,8.069
2795,1991-08-01,7.969
2796,1991-08-02,7.98
2797,1991-08-03,7.859
2798,1991-08-04,7.744
2799,1991-08-05,7.788
2800,1991-08-06,7.811
2801,1991-08-07,7.715
2802,1991-08-08,7.722
2803,1991-08-09,7.731
2804,1991-08-10,7.642
2805,1991-08-11,7.629
2806,1991-08-12,7.586
2807,1991-08-13,7.516
2808,1991-08-14,7.464
2809,1991-08-15,7.466
2810,1991-08-16,7.465
2811,1991-08-17,7.404
2812,1991-08-18,7.306
2813,1991-08-19,7.349
2814,1991-08-20,7.33
2815,1991-08-21,7.23
2816,1991-08-22,7.218
2817,1991-08-23,7.185
2818,1991-08-24,7.102
2819,1991-08-25,7.151
2820,1991-08-26,7.02
2821,1991-08-27,6.97
2822,1991-08-28,6.976
2823,1991-08-29,6.889
2824,1991-08-30,6.873
2825,1991-08-31,6.786
2826,1991-09-01,6.766
2827,1991-09-02,6.706
2828,1991-09-03,6.797
2829,1991-09-04,6.796
2830,1991-09-05,6.728
2831,1991-09-06,6.617
2832,1991-09-07,6.516
2833,1991-09-08,6.465
2834,1991-09-09,6.464
2835,1991-09-10,6.445
2836,1991-09-11,6.434
2837,1991-09-12,6.369
2838,1991-09-13,6.35
2839,1991-09-14,6.28
2840,1991-09-15,6.284
2841,1991-09-16,6.259
2842,1991-09-17,6.367
2843,1991-09-18,6.319
2844,1991-09-19,6.384
2845,1991-09-20,6.386
2846,1991-09-21,6.325
2847,1991-09-22,6.297
2848,1991-09-23,6.33
2849,1991-09-24,6.411
2850,1991-09-25,6.416
2851,1991-09-26,6.431
2852,1991-09-27,6.432
2853,1991-09-28,6.511
2854,1991-09-29,6.602
2855,1991-09-30,6.7
2856,1991-10-01,6.85
2857,1991-10-02,6.988
2858,1991-10-03,7.027
2859,1991-10-04,7.16
2860,1991-10-05,7.25
2861,1991-10-06,7.35
2862,1991-10-07,7.499
2863,1991-10-08,7.579
2864,1991-10-09,7.713
2865,1991-10-10,7.811
2866,1991-10-11,8.002
2867,1991-10-12,8.243
2868,1991-10-13,8.448
2869,1991-10-14,8.609
2870,1991-10-15,8.798
2871,1991-10-16,8.924
2872,1991-10-17,8.999
2873,1991-10-18,9.184
2874,1991-10-19,9.174
2875,1991-10-20,9.194
2876,1991-10-21,9.252
2877,1991-10-22,9.257
2878,1991-10-23,9.309
2879,1991-10-24,9.348
2880,1991-10-25,9.318
2881,1991-10-26,9.404
2882,1991-10-27,9.511
2883,1991-10-28,9.576
2884,1991-10-29,9.671
2885,1991-10-30,9.64
2886,1991-10-31,9.696
2887,1991-11-01,9.854
2888,1991-11-02,9.984
2889,1991-11-03,10.048
2890,1991-11-04,10.052
2891,1991-11-05,10.161
2892,1991-11-06,10.236
2893,1991-11-07,10.294
2894,1991-11-08,10.412
2895,1991-11-09,10.53
2896,1991-11-10,10.619
2897,1991-11-11,10.653
2898,1991-11-12,10.718
2899,1991-11-13,10.773
2900,1991-11-14,10.769
2901,1991-11-15,10.779
2902,1991-11-16,10.948
2903,1991-11-17,10.946
2904,1991-11-18,10.985
2905,1991-11-19,11.077
2906,1991-11-20,11.133
2907,1991-11-21,11.202
2908,1991-11-22,11.287
2909,1991-11-23,11.396
2910,1991-11-24,11.512
2911,1991-11-25,11.615
2912,1991-11-26,11.681
2913,1991-11-27,11.667
2914,1991-11-28,11.718
2915,1991-11-29,11.725
2916,1991-11-30,11.764
2917,1991-12-01,12.026
2918,1991-12-02,12.078
2919,1991-12-03,12.104
2920,1991-12-04,12.217
2921,1991-12-05,12.3
2922,1991-12-06,12.331
2923,1991-12-07,12.377
2924,1991-12-08,12.49
2925,1991-12-09,12.517
2926,1991-12-10,12.526
2927,1991-12-11,12.58
2928,1991-12-12,12.606
2929,1991-12-13,12.808
2930,1991-12-14,12.836
2931,1991-12-15,12.907
2932,1991-12-16,12.969
2933,1991-12-17,12.994
2934,1991-12-18,13.13
2935,1991-12-19,13.083
2936,1991-12-20,13.098
2937,1991-12-21,13.14
2938,1991-12-22,13.215
2939,1991-12-23,13.367
2940,1991-12-24,13.346
2941,1991-12-25,13.465
2942,1991-12-26,13.597
2943,1991-12-27,13.658
2944,1991-12-28,13.8
2945,1991-12-29,13.954
2946,1991-12-30,13.885
2947,1991-12-31,13.894
2948,1992-01-01,14.069
2949,1992-01-02,14.092
2950,1992-01-03,14.141
2951,1992-01-04,14.072
2952,1992-01-05,14.185
2953,1992-01-06,14.254
2954,1992-01-07,14.282
2955,1992-01-08,14.406
2956,1992-01-09,14.419
2957,1992-01-10,14.481
2958,1992-01-11,14.509
2959,1992-01-12,14.51
2960,1992-01-13,14.543
2961,1992-01-14,14.631
2962,1992-01-15,14.56
2963,1992-01-16,14.52
2964,1992-01-17,14.614
2965,1992-01-18,14.658
2966,1992-01-19,14.745
2967,1992-01-20,14.772
2968,1992-01-21,14.83
2969,1992-01-22,14.906
2970,1992-01-23,14.932
2971,1992-01-24,14.946
2972,1992-01-25,14.905
2973,1992-01-26,15.0
2974,1992-01-27,15.1
2975,1992-01-28,15.212
2976,1992-01-29,15.182
2977,1992-01-30,15.188
2978,1992-01-31,15.259
2979,1992-02-01,15.419
2980,1992-02-02,15.387
2981,1992-02-03,15.396
2982,1992-02-04,15.396
2983,1992-02-05,15.365
2984,1992-02-06,15.481
2985,1992-02-07,15.446
2986,1992-02-08,15.424
2987,1992-02-09,15.43
2988,1992-02-10,15.358
2989,1992-02-11,15.318
2990,1992-02-12,15.367
2991,1992-02-13,15.382
2992,1992-02-14,15.449
2993,1992-02-15,15.466
2994,1992-02-16,15.567
2995,1992-02-17,15.561
2996,1992-02-18,15.518
2997,1992-02-19,15.532
2998,1992-02-20,15.508
2999,1992-02-21,15.523
3000,1992-02-22,15.574
3001,1992-02-23,15.535
3002,1992-02-24,15.53
3003,1992-02-25,15.494
3004,1992-02-26,15.53
3005,1992-02-27,15.496
3006,1992-02-28,15.532
3007,1992-02-29,15.417
3008,1992-03-01,15.487
3009,1992-03-02,15.516
3010,1992-03-03,15.44
3011,1992-03-04,15.402
3012,1992-03-05,15.39
3013,1992-03-06,15.399
3014,1992-03-07,15.424
3015,1992-03-08,15.48
3016,1992-03-09,15.527
3017,1992-03-10,15.525
3018,1992-03-11,15.546
3019,1992-03-12,15.576
3020,1992-03-13,15.521
3021,1992-03-14,15.493
3022,1992-03-15,15.476
3023,1992-03-16,15.422
3024,1992-03-17,15.371
3025,1992-03-18,15.406
3026,1992-03-19,15.461
3027,1992-03-20,15.505
3028,1992-03-21,15.512
3029,1992-03-22,15.547
3030,1992-03-23,15.535
3031,1992-03-24,15.56
3032,1992-03-25,15.57
3033,1992-03-26,15.569
3034,1992-03-27,15.554
3035,1992-03-28,15.543
3036,1992-03-29,15.401
3037,1992-03-30,15.41
3038,1992-03-31,15.347
3039,1992-04-01,15.311
3040,1992-04-02,15.222
3041,1992-04-03,15.135
3042,1992-04-04,15.108
3043,1992-04-05,15.013
3044,1992-04-06,14.935
3045,1992-04-07,14.93
3046,1992-04-08,14.884
3047,1992-04-09,14.809
3048,1992-04-10,14.736
3049,1992-04-11,14.747
3050,1992-04-12,14.719
3051,1992-04-13,14.708
3052,1992-04-14,14.689
3053,1992-04-15,14.709
3054,1992-04-16,14.652
3055,1992-04-17,14.677
3056,1992-04-18,14.622
3057,1992-04-19,14.607
3058,1992-04-20,14.595
3059,1992-04-21,14.563
3060,1992-04-22,14.606
3061,1992-04-23,14.571
3062,1992-04-24,14.463
3063,1992-04-25,14.351
3064,1992-04-26,14.303
3065,1992-04-27,14.297
3066,1992-04-28,14.198
3067,1992-04-29,14.121
3068,1992-04-30,14.026
3069,1992-05-01,13.867
3070,1992-05-02,13.801
3071,1992-05-03,13.657
3072,1992-05-04,13.566
3073,1992-05-05,13.53
3074,1992-05-06,13.536
3075,1992-05-07,13.502
3076,1992-05-08,13.521
3077,1992-05-09,13.436
3078,1992-05-10,13.356
3079,1992-05-11,13.24
3080,1992-05-12,13.23
3081,1992-05-13,13.192
3082,1992-05-14,13.186
3083,1992-05-15,13.162
3084,1992-05-16,13.13
3085,1992-05-17,13.089
3086,1992-05-18,13.12
3087,1992-05-19,13.09
3088,1992-05-20,13.069
3089,1992-05-21,13.06
3090,1992-05-22,13.043
3091,1992-05-23,12.978
3092,1992-05-24,12.988
3093,1992-05-25,12.934
3094,1992-05-26,12.915
3095,1992-05-27,12.947
3096,1992-05-28,12.96
3097,1992-05-29,12.89
3098,1992-05-30,12.878
3099,1992-05-31,12.809
3100,1992-06-01,12.665
3101,1992-06-02,12.644
3102,1992-06-03,12.593
3103,1992-06-04,12.59
3104,1992-06-05,12.461
3105,1992-06-06,12.415
3106,1992-06-07,12.379
3107,1992-06-08,12.382
3108,1992-06-09,12.353
3109,1992-06-10,12.334
3110,1992-06-11,12.336
3111,1992-06-12,12.32
3112,1992-06-13,12.275
3113,1992-06-14,12.266
3114,1992-06-15,12.189
3115,1992-06-16,12.16
3116,1992-06-17,12.107
3117,1992-06-18,12.026
3118,1992-06-19,11.989
3119,1992-06-20,12.014
3120,1992-06-21,11.904
3121,1992-06-22,11.886
3122,1992-06-23,11.911
3123,1992-06-24,11.852
3124,1992-06-25,11.797
3125,1992-06-26,11.82
3126,1992-06-27,11.752
3127,1992-06-28,11.732
3128,1992-06-29,11.682
3129,1992-06-30,11.569
3130,1992-07-01,11.38
3131,1992-07-02,11.341
3132,1992-07-03,11.28
3133,1992-07-04,11.242
3134,1992-07-05,11.198
3135,1992-07-06,11.087
3136,1992-07-07,11.052
3137,1992-07-08,10.988
3138,1992-07-09,10.919
3139,1992-07-10,10.825
3140,1992-07-11,10.853
3141,1992-07-12,10.723
3142,1992-07-13,10.648
3143,1992-07-14,10.603
3144,1992-07-15,10.481
3145,1992-07-16,10.333
3146,1992-07-17,10.274
3147,1992-07-18,10.252
3148,1992-07-19,10.133
3149,1992-07-20,10.058
3150,1992-07-21,9.9
3151,1992-07-22,9.906
3152,1992-07-23,9.838
3153,1992-07-24,9.744
3154,1992-07-25,9.562
3155,1992-07-26,9.437
3156,1992-07-27,9.358
3157,1992-07-28,9.304
3158,1992-07-29,9.184
3159,1992-07-30,9.076
3160,1992-07-31,9.038
3161,1992-08-01,8.888
3162,1992-08-02,8.813
3163,1992-08-03,8.707
3164,1992-08-04,8.638
3165,1992-08-05,8.545
3166,1992-08-06,8.505
3167,1992-08-07,8.401
3168,1992-08-08,8.256
3169,1992-08-09,8.185
3170,1992-08-10,8.142
3171,1992-08-11,7.999
3172,1992-08-12,8.015
3173,1992-08-13,8.009
3174,1992-08-14,7.994
3175,1992-08-15,7.915
3176,1992-08-16,7.794
3177,1992-08-17,7.757
3178,1992-08-18,7.73
3179,1992-08-19,7.775
3180,1992-08-20,7.682
3181,1992-08-21,7.674
3182,1992-08-22,7.614
3183,1992-08-23,7.562
3184,1992-08-24,7.536
3185,1992-08-25,7.446
3186,1992-08-26,7.428
3187,1992-08-27,7.4
3188,1992-08-28,7.404
3189,1992-08-29,7.346
3190,1992-08-30,7.286
3191,1992-08-31,7.237
3192,1992-09-01,7.235
3193,1992-09-02,7.319
3194,1992-09-03,7.296
3195,1992-09-04,7.279
3196,1992-09-05,7.234
3197,1992-09-06,7.169
3198,1992-09-07,7.159
3199,1992-09-08,7.212
3200,1992-09-09,7.27
3201,1992-09-10,7.269
3202,1992-09-11,7.252
3203,1992-09-12,7.256
3204,1992-09-13,7.245
3205,1992-09-14,7.28
3206,1992-09-15,7.281
3207,1992-09-16,7.324
3208,1992-09-17,7.361
3209,1992-09-18,7.419
3210,1992-09-19,7.428
3211,1992-09-20,7.483
3212,1992-09-21,7.519
3213,1992-09-22,7.576
3214,1992-09-23,7.641
3215,1992-09-24,7.728
3216,1992-09-25,7.752
3217,1992-09-26,7.85
3218,1992-09-27,7.975
3219,1992-09-28,8.068
3220,1992-09-29,8.137
3221,1992-09-30,8.194
3222,1992-10-01,8.359
3223,1992-10-02,8.387
3224,1992-10-03,8.545
3225,1992-10-04,8.619
3226,1992-10-05,8.732
3227,1992-10-06,8.819
3228,1992-10-07,8.801
3229,1992-10-08,8.885
3230,1992-10-09,8.971
3231,1992-10-10,9.052
3232,1992-10-11,9.097
3233,1992-10-12,9.177
3234,1992-10-13,9.292
3235,1992-10-14,9.281
3236,1992-10-15,9.327
3237,1992-10-16,9.41
3238,1992-10-17,9.422
3239,1992-10-18,9.43
3240,1992-10-19,9.482
3241,1992-10-20,9.473
3242,1992-10-21,9.505
3243,1992-10-22,9.626
3244,1992-10-23,9.743
3245,1992-10-24,9.771
3246,1992-10-25,9.828
3247,1992-10-26,9.794
3248,1992-10-27,9.787
3249,1992-10-28,9.901
3250,1992-10-29,10.019
3251,1992-10-30,10.158
3252,1992-10-31,10.212
3253,1992-11-01,10.376
3254,1992-11-02,10.398
3255,1992-11-03,10.368
3256,1992-11-04,10.431
3257,1992-11-05,10.424
3258,1992-11-06,10.564
3259,1992-11-07,10.653
3260,1992-11-08,10.723
3261,1992-11-09,10.669
3262,1992-11-10,10.756
3263,1992-11-11,10.844
3264,1992-11-12,10.971
3265,1992-11-13,11.051
3266,1992-11-14,11.016
3267,1992-11-15,11.138
3268,1992-11-16,11.361
3269,1992-11-17,11.576
3270,1992-11-18,11.653
3271,1992-11-19,11.81
3272,1992-11-20,11.907
3273,1992-11-21,11.986
3274,1992-11-22,11.98
3275,1992-11-23,12.103
3276,1992-11-24,12.253
3277,1992-11-25,12.273
3278,1992-11-26,12.288
3279,1992-11-27,12.348
3280,1992-11-28,12.424
3281,1992-11-29,12.511
3282,1992-11-30,12.505
3283,1992-12-01,12.715
3284,1992-12-02,12.811
3285,1992-12-03,12.855
3286,1992-12-04,12.998
3287,1992-12-05,13.013
3288,1992-12-06,13.134
3289,1992-12-07,13.189
3290,1992-12-08,13.14
3291,1992-12-09,13.116
3292,1992-12-10,13.212
3293,1992-12-11,13.355
3294,1992-12-12,13.239
3295,1992-12-13,13.298
3296,1992-12-14,13.324
3297,1992-12-15,13.417
3298,1992-12-16,13.479
3299,1992-12-17,13.429
3300,1992-12-18,13.468
3301,1992-12-19,13.57
3302,1992-12-20,13.612
3303,1992-12-21,13.619
3304,1992-12-22,13.672
3305,1992-12-23,13.67
3306,1992-12-24,13.67
3307,1992-12-25,13.666
3308,1992-12-26,13.733
3309,1992-12-27,13.736
3310,1992-12-28,13.792
3311,1992-12-29,13.837
3312,1992-12-30,13.915
3313,1992-12-31,13.945
3314,1993-01-01,14.035
3315,1993-01-02,14.141
3316,1993-01-03,14.25
3317,1993-01-04,14.255
3318,1993-01-05,14.266
3319,1993-01-06,14.22
3320,1993-01-07,14.348
3321,1993-01-08,14.434
3322,1993-01-09,14.493
3323,1993-01-10,14.507
3324,1993-01-11,14.523
3325,1993-01-12,14.593
3326,1993-01-13,14.623
3327,1993-01-14,14.765
3328,1993-01-15,14.899
3329,1993-01-16,14.985
3330,1993-01-17,15.109
3331,1993-01-18,15.138
3332,1993-01-19,15.154
3333,1993-01-20,15.206
3334,1993-01-21,15.175
3335,1993-01-22,15.324
3336,1993-01-23,15.31
3337,1993-01-24,15.394
3338,1993-01-25,15.447
3339,1993-01-26,15.515
3340,1993-01-27,15.551
3341,1993-01-28,15.601
3342,1993-01-29,15.548
3343,1993-01-30,15.507
3344,1993-01-31,15.462
3345,1993-02-01,15.449
3346,1993-02-02,15.475
3347,1993-02-03,15.555
3348,1993-02-04,15.51
3349,1993-02-05,15.52
3350,1993-02-06,15.525
3351,1993-02-07,15.65
3352,1993-02-08,15.707
3353,1993-02-09,15.778
3354,1993-02-10,15.933
3355,1993-02-11,15.796
3356,1993-02-12,15.726
3357,1993-02-13,15.744
3358,1993-02-14,15.634
3359,1993-02-15,15.652
3360,1993-02-16,15.637
3361,1993-02-17,15.763
3362,1993-02-18,15.82
3363,1993-02-19,15.798
3364,1993-02-20,15.819
3365,1993-02-21,15.799
3366,1993-02-22,15.885
3367,1993-02-23,15.874
3368,1993-02-24,15.749
3369,1993-02-25,15.553
3370,1993-02-26,15.525
3371,1993-02-27,15.611
3372,1993-02-28,15.711
3373,1993-03-01,15.754
3374,1993-03-02,15.825
3375,1993-03-03,15.839
3376,1993-03-04,15.764
3377,1993-03-05,15.882
3378,1993-03-06,15.888
3379,1993-03-07,15.878
3380,1993-03-08,15.914
3381,1993-03-09,15.929
3382,1993-03-10,15.906
3383,1993-03-11,15.985
3384,1993-03-12,15.965
3385,1993-03-13,16.048
3386,1993-03-14,16.031
3387,1993-03-15,15.865
3388,1993-03-16,15.835
3389,1993-03-17,15.86
3390,1993-03-18,15.784
3391,1993-03-19,15.635
3392,1993-03-20,15.656
3393,1993-03-21,15.734
3394,1993-03-22,15.732
3395,1993-03-23,15.776
3396,1993-03-24,15.775
3397,1993-03-25,15.719
3398,1993-03-26,15.754
3399,1993-03-27,15.699
3400,1993-03-28,15.67
3401,1993-03-29,15.74
3402,1993-03-30,15.736
3403,1993-03-31,15.63
3404,1993-04-01,15.598
3405,1993-04-02,15.527
3406,1993-04-03,15.466
3407,1993-04-04,15.398
3408,1993-04-05,15.38
3409,1993-04-06,15.381
3410,1993-04-07,15.396
3411,1993-04-08,15.348
3412,1993-04-09,15.257
3413,1993-04-10,15.286
3414,1993-04-11,15.319
3415,1993-04-12,15.296
3416,1993-04-13,15.273
3417,1993-04-14,15.248
3418,1993-04-15,15.19
3419,1993-04-16,15.182
3420,1993-04-17,15.168
3421,1993-04-18,15.079
3422,1993-04-19,15.015
3423,1993-04-20,14.957
3424,1993-04-21,15.032
3425,1993-04-22,14.88
3426,1993-04-23,14.802
3427,1993-04-24,14.837
3428,1993-04-25,14.758
3429,1993-04-26,14.717
3430,1993-04-27,14.509
3431,1993-04-28,14.391
3432,1993-04-29,14.341
3433,1993-04-30,14.285
3434,1993-05-01,14.172
3435,1993-05-02,14.134
3436,1993-05-03,14.028
3437,1993-05-04,14.036
3438,1993-05-05,13.955
3439,1993-05-06,13.902
3440,1993-05-07,13.862
3441,1993-05-08,13.872
3442,1993-05-09,13.797
3443,1993-05-10,13.674
3444,1993-05-11,13.657
3445,1993-05-12,13.604
3446,1993-05-13,13.599
3447,1993-05-14,13.571
3448,1993-05-15,13.469
3449,1993-05-16,13.37
3450,1993-05-17,13.307
3451,1993-05-18,13.21
3452,1993-05-19,13.188
3453,1993-05-20,13.061
3454,1993-05-21,13.044
3455,1993-05-22,12.957
3456,1993-05-23,12.929
3457,1993-05-24,12.887
3458,1993-05-25,12.9
3459,1993-05-26,12.812
3460,1993-05-27,12.75
3461,1993-05-28,12.758
3462,1993-05-29,12.681
3463,1993-05-30,12.665
3464,1993-05-31,12.564
3465,1993-06-01,12.431
3466,1993-06-02,12.429
3467,1993-06-03,12.363
3468,1993-06-04,12.375
3469,1993-06-05,12.342
3470,1993-06-06,12.297
3471,1993-06-07,12.278
3472,1993-06-08,12.254
3473,1993-06-09,12.248
3474,1993-06-10,12.145
3475,1993-06-11,12.095
3476,1993-06-12,12.097
3477,1993-06-13,12.024
3478,1993-06-14,11.984
3479,1993-06-15,11.907
3480,1993-06-16,11.821
3481,1993-06-17,11.842
3482,1993-06-18,11.826
3483,1993-06-19,11.709
3484,1993-06-20,11.668
3485,1993-06-21,11.637
3486,1993-06-22,11.58
3487,1993-06-23,11.575
3488,1993-06-24,11.514
3489,1993-06-25,11.45
3490,1993-06-26,11.346
3491,1993-06-27,11.318
3492,1993-06-28,11.304
3493,1993-06-29,11.199
3494,1993-06-30,11.069
3495,1993-07-01,10.845
3496,1993-07-02,10.809
3497,1993-07-03,10.751
3498,1993-07-04,10.67
3499,1993-07-05,10.571
3500,1993-07-06,10.416
3501,1993-07-07,10.176
3502,1993-07-08,10.098
3503,1993-07-09,10.003
3504,1993-07-10,9.909
3505,1993-07-11,9.735
3506,1993-07-12,9.619
3507,1993-07-13,9.583
3508,1993-07-14,9.488
3509,1993-07-15,9.449
3510,1993-07-16,9.326
3511,1993-07-17,9.293
3512,1993-07-18,9.172
3513,1993-07-19,9.062
3514,1993-07-20,9.047
3515,1993-07-21,9.068
3516,1993-07-22,8.944
3517,1993-07-23,8.849
3518,1993-07-24,8.827
3519,1993-07-25,8.76
3520,1993-07-26,8.679
3521,1993-07-27,8.594
3522,1993-07-28,8.5
3523,1993-07-29,8.498
3524,1993-07-30,8.518
3525,1993-07-31,8.508
3526,1993-08-01,8.306
3527,1993-08-02,8.204
3528,1993-08-03,8.134
3529,1993-08-04,8.128
3530,1993-08-05,8.119
3531,1993-08-06,8.07
3532,1993-08-07,7.96
3533,1993-08-08,7.912
3534,1993-08-09,7.852
3535,1993-08-10,7.757
3536,1993-08-11,7.633
3537,1993-08-12,7.56
3538,1993-08-13,7.443
3539,1993-08-14,7.41
3540,1993-08-15,7.326
3541,1993-08-16,7.247
3542,1993-08-17,7.208
3543,1993-08-18,7.194
3544,1993-08-19,7.12
3545,1993-08-20,7.079
3546,1993-08-21,7.009
3547,1993-08-22,6.934
3548,1993-08-23,6.856
3549,1993-08-24,6.814
3550,1993-08-25,6.853
3551,1993-08-26,6.714
3552,1993-08-27,6.633
3553,1993-08-28,6.528
3554,1993-08-29,6.469
3555,1993-08-30,6.464
3556,1993-08-31,6.449
3557,1993-09-01,6.348
3558,1993-09-02,6.321
3559,1993-09-03,6.304
3560,1993-09-04,6.265
3561,1993-09-05,6.205
3562,1993-09-06,6.163
3563,1993-09-07,6.162
3564,1993-09-08,6.175
3565,1993-09-09,6.218
3566,1993-09-10,6.206
3567,1993-09-11,6.22
3568,1993-09-12,6.201
3569,1993-09-13,6.161
3570,1993-09-14,6.189
3571,1993-09-15,6.189
3572,1993-09-16,6.212
3573,1993-09-17,6.295
3574,1993-09-18,6.352
3575,1993-09-19,6.365
3576,1993-09-20,6.391
3577,1993-09-21,6.341
3578,1993-09-22,6.401
3579,1993-09-23,6.457
3580,1993-09-24,6.52
3581,1993-09-25,6.64
3582,1993-09-26,6.778
3583,1993-09-27,6.9
3584,1993-09-28,6.91
3585,1993-09-29,6.99
3586,1993-09-30,7.021
3587,1993-10-01,7.251
3588,1993-10-02,7.312
3589,1993-10-03,7.292
3590,1993-10-04,7.401
3591,1993-10-05,7.65
3592,1993-10-06,7.862
3593,1993-10-07,8.057
3594,1993-10-08,8.188
3595,1993-10-09,8.336
3596,1993-10-10,8.376
3597,1993-10-11,8.535
3598,1993-10-12,8.713
3599,1993-10-13,8.883
3600,1993-10-14,8.935
3601,1993-10-15,8.908
3602,1993-10-16,8.873
3603,1993-10-17,8.886
3604,1993-10-18,8.939
3605,1993-10-19,8.999
3606,1993-10-20,9.046
3607,1993-10-21,9.147
3608,1993-10-22,9.233
3609,1993-10-23,9.358
3610,1993-10-24,9.522
3611,1993-10-25,9.596
3612,1993-10-26,9.62
3613,1993-10-27,9.684
3614,1993-10-28,9.776
3615,1993-10-29,9.849
3616,1993-10-30,9.985
3617,1993-10-31,10.158
3618,1993-11-01,10.29
3619,1993-11-02,10.424
3620,1993-11-03,10.553
3621,1993-11-04,10.639
3622,1993-11-05,10.7
3623,1993-11-06,10.794
3624,1993-11-07,10.874
3625,1993-11-08,10.988
3626,1993-11-09,11.031
3627,1993-11-10,11.032
3628,1993-11-11,11.082
3629,1993-11-12,11.14
3630,1993-11-13,11.286
3631,1993-11-14,11.326
3632,1993-11-15,11.422
3633,1993-11-16,11.361
3634,1993-11-17,11.413
3635,1993-11-18,11.435
3636,1993-11-19,11.511
3637,1993-11-20,11.61
3638,1993-11-21,11.55
3639,1993-11-22,11.594
3640,1993-11-23,11.653
3641,1993-11-24,11.746
3642,1993-11-25,11.889
3643,1993-11-26,11.917
3644,1993-11-27,11.994
3645,1993-11-28,12.04
3646,1993-11-29,12.108
3647,1993-11-30,12.16
3648,1993-12-01,12.288
3649,1993-12-02,12.345
3650,1993-12-03,12.431
3651,1993-12-04,12.475
3652,1993-12-05,12.633
3653,1993-12-06,12.69
3654,1993-12-07,12.772
3655,1993-12-08,12.97
3656,1993-12-09,13.033
3657,1993-12-10,13.147
3658,1993-12-11,13.225
3659,1993-12-12,13.246
3660,1993-12-13,13.188
3661,1993-12-14,13.281
3662,1993-12-15,13.354
3663,1993-12-16,13.414
3664,1993-12-17,13.453
3665,1993-12-18,13.59
3666,1993-12-19,13.645
3667,1993-12-20,13.783
3668,1993-12-21,13.678
3669,1993-12-22,13.68
3670,1993-12-23,13.623
3671,1993-12-24,13.631
3672,1993-12-25,13.786
3673,1993-12-26,13.867
3674,1993-12-27,13.903
3675,1993-12-28,13.886
3676,1993-12-29,13.927
3677,1993-12-30,13.977
3678,1993-12-31,13.967
3679,1994-01-01,14.095
3680,1994-01-02,14.11
3681,1994-01-03,14.042
3682,1994-01-04,14.168
3683,1994-01-05,14.231
3684,1994-01-06,14.295
3685,1994-01-07,14.381
3686,1994-01-08,14.322
3687,1994-01-09,14.397
3688,1994-01-10,14.476
3689,1994-01-11,14.515
3690,1994-01-12,14.58
3691,1994-01-13,14.595
3692,1994-01-14,14.617
3693,1994-01-15,14.685
3694,1994-01-16,14.757
3695,1994-01-17,14.807
3696,1994-01-18,14.895
3697,1994-01-19,14.865
3698,1994-01-20,14.894
3699,1994-01-21,14.948
3700,1994-01-22,14.933
3701,1994-01-23,15.021
3702,1994-01-24,15.054
3703,1994-01-25,15.089
3704,1994-01-26,15.141
3705,1994-01-27,15.255
3706,1994-01-28,15.299
3707,1994-01-29,15.359
3708,1994-01-30,15.4
3709,1994-01-31,15.397
3710,1994-02-01,15.409
3711,1994-02-02,15.42
3712,1994-02-03,15.438
3713,1994-02-04,15.429
3714,1994-02-05,15.479
3715,1994-02-06,15.515
3716,1994-02-07,15.474
3717,1994-02-08,15.521
3718,1994-02-09,15.46
3719,1994-02-10,15.525
3720,1994-02-11,15.539
3721,1994-02-12,15.541
3722,1994-02-13,15.549
3723,1994-02-14,15.579
3724,1994-02-15,15.492
3725,1994-02-16,15.507
3726,1994-02-17,15.549
3727,1994-02-18,15.581
3728,1994-02-19,15.624
3729,1994-02-20,15.701
3730,1994-02-21,15.77
3731,1994-02-22,15.738
3732,1994-02-23,15.686
3733,1994-02-24,15.682
3734,1994-02-25,15.613
3735,1994-02-26,15.592
3736,1994-02-27,15.641
3737,1994-02-28,15.679
3738,1994-03-01,15.675
3739,1994-03-02,15.765
3740,1994-03-03,15.729
3741,1994-03-04,15.735
3742,1994-03-05,15.711
3743,1994-03-06,15.658
3744,1994-03-07,15.634
3745,1994-03-08,15.601
3746,1994-03-09,15.491
3747,1994-03-10,15.502
3748,1994-03-11,15.55
3749,1994-03-12,15.521
3750,1994-03-13,15.559
3751,1994-03-14,15.589
3752,1994-03-15,15.607
3753,1994-03-16,15.562
3754,1994-03-17,15.498
3755,1994-03-18,15.475
3756,1994-03-19,15.45
3757,1994-03-20,15.368
3758,1994-03-21,15.399
3759,1994-03-22,15.399
3760,1994-03-23,15.502
3761,1994-03-24,15.543
3762,1994-03-25,15.494
3763,1994-03-26,15.523
3764,1994-03-27,15.553
3765,1994-03-28,15.555
3766,1994-03-29,15.551
3767,1994-03-30,15.485
